"Step","pious-paper-5 - loss","pious-paper-5 - loss__MIN","pious-paper-5 - loss__MAX","vocal-yogurt-1 - loss","vocal-yogurt-1 - loss__MIN","vocal-yogurt-1 - loss__MAX"
"324","0.015029773116111755","0.015029773116111755","0.015029773116111755","0.016085905954241753","0.016085905954241753","0.016085905954241753"
"329","0.009769445285201073","0.009769445285201073","0.009769445285201073","0.010507938452064991","0.010507938452064991","0.010507938452064991"
"334","0.012221552431583405","0.012221552431583405","0.012221552431583405","0.010138075798749924","0.010138075798749924","0.010138075798749924"
"339","0.009359708987176418","0.009359708987176418","0.009359708987176418","0.01048867218196392","0.01048867218196392","0.01048867218196392"
"344","0.011708228848874569","0.011708228848874569","0.011708228848874569","0.010036141611635685","0.010036141611635685","0.010036141611635685"
"349","0.008379029110074043","0.008379029110074043","0.008379029110074043","0.01139573473483324","0.01139573473483324","0.01139573473483324"
"354","0.01670544221997261","0.01670544221997261","0.01670544221997261","0.009902537800371647","0.009902537800371647","0.009902537800371647"
"359","0.009832336567342281","0.009832336567342281","0.009832336567342281","0.01052929274737835","0.01052929274737835","0.01052929274737835"
"364","0.012787881307303905","0.012787881307303905","0.012787881307303905","0.006378417368978262","0.006378417368978262","0.006378417368978262"
"369","0.011214258149266243","0.011214258149266243","0.011214258149266243","0.007965036667883396","0.007965036667883396","0.007965036667883396"
"374","0.009978638030588627","0.009978638030588627","0.009978638030588627","0.008631805889308453","0.008631805889308453","0.008631805889308453"
"379","0.007858752273023129","0.007858752273023129","0.007858752273023129","0.009754113852977753","0.009754113852977753","0.009754113852977753"
"384","0.010333423502743244","0.010333423502743244","0.010333423502743244","0.009370289742946625","0.009370289742946625","0.009370289742946625"
"389","0.01135863084346056","0.01135863084346056","0.01135863084346056","0.015988897532224655","0.015988897532224655","0.015988897532224655"
"394","0.011215455830097198","0.011215455830097198","0.011215455830097198","0.012184522114694118","0.012184522114694118","0.012184522114694118"
"399","0.013245092704892159","0.013245092704892159","0.013245092704892159","0.0147246103733778","0.0147246103733778","0.0147246103733778"
"404","0.008376119658350945","0.008376119658350945","0.008376119658350945","0.009378387592732906","0.009378387592732906","0.009378387592732906"
"409","0.011130665428936481","0.011130665428936481","0.011130665428936481","0.009611963294446468","0.009611963294446468","0.009611963294446468"
"414","0.009672814980149269","0.009672814980149269","0.009672814980149269","0.008426541462540627","0.008426541462540627","0.008426541462540627"
"419","0.010210304521024227","0.010210304521024227","0.010210304521024227","0.007424955256283283","0.007424955256283283","0.007424955256283283"
"424","0.007126231677830219","0.007126231677830219","0.007126231677830219","0.00913332961499691","0.00913332961499691","0.00913332961499691"
"429","0.007948877289891243","0.007948877289891243","0.007948877289891243","0.007616846356540918","0.007616846356540918","0.007616846356540918"
"434","0.010839367285370827","0.010839367285370827","0.010839367285370827","0.00995397474616766","0.00995397474616766","0.00995397474616766"
"439","0.010873799212276936","0.010873799212276936","0.010873799212276936","0.013373658992350101","0.013373658992350101","0.013373658992350101"
"444","0.01052144169807434","0.01052144169807434","0.01052144169807434","0.01197634357959032","0.01197634357959032","0.01197634357959032"
"449","0.008528612554073334","0.008528612554073334","0.008528612554073334","0.009824926033616066","0.009824926033616066","0.009824926033616066"
"454","0.008756158873438835","0.008756158873438835","0.008756158873438835","0.00789199024438858","0.00789199024438858","0.00789199024438858"
"459","0.011346290819346905","0.011346290819346905","0.011346290819346905","0.008851639926433563","0.008851639926433563","0.008851639926433563"
"464","0.008612124249339104","0.008612124249339104","0.008612124249339104","0.013761955313384533","0.013761955313384533","0.013761955313384533"
"469","0.012760097160935402","0.012760097160935402","0.012760097160935402","0.008864868432283401","0.008864868432283401","0.008864868432283401"
"474","0.0119229881092906","0.0119229881092906","0.0119229881092906","0.00591263035312295","0.00591263035312295","0.00591263035312295"
"479","0.011308922432363033","0.011308922432363033","0.011308922432363033","0.008558489382266998","0.008558489382266998","0.008558489382266998"
"484","0.006922377739101648","0.006922377739101648","0.006922377739101648","0.00905305054038763","0.00905305054038763","0.00905305054038763"
"489","0.008459522388875484","0.008459522388875484","0.008459522388875484","0.009885122999548912","0.009885122999548912","0.009885122999548912"
"494","0.006907329428941011","0.006907329428941011","0.006907329428941011","0.009501919150352478","0.009501919150352478","0.009501919150352478"
"499","0.011140060611069202","0.011140060611069202","0.011140060611069202","0.00829903781414032","0.00829903781414032","0.00829903781414032"
"504","0.007852939888834953","0.007852939888834953","0.007852939888834953","0.00903390534222126","0.00903390534222126","0.00903390534222126"
"509","0.012561139650642872","0.012561139650642872","0.012561139650642872","0.010121835395693779","0.010121835395693779","0.010121835395693779"
"514","0.008087266236543655","0.008087266236543655","0.008087266236543655","0.011653265915811062","0.011653265915811062","0.011653265915811062"
"519","0.012489198707044125","0.012489198707044125","0.012489198707044125","0.006113104987889528","0.006113104987889528","0.006113104987889528"
"524","0.006637676618993282","0.006637676618993282","0.006637676618993282","0.009084583260118961","0.009084583260118961","0.009084583260118961"
"529","0.009025129489600658","0.009025129489600658","0.009025129489600658","0.00879115890711546","0.00879115890711546","0.00879115890711546"
"534","0.006846580188721418","0.006846580188721418","0.006846580188721418","0.010138758458197117","0.010138758458197117","0.010138758458197117"
"539","0.007724573370069265","0.007724573370069265","0.007724573370069265","0.010753955692052841","0.010753955692052841","0.010753955692052841"
"544","0.007543149869889021","0.007543149869889021","0.007543149869889021","0.008570872247219086","0.008570872247219086","0.008570872247219086"
"549","0.006039517931640148","0.006039517931640148","0.006039517931640148","0.010862452909350395","0.010862452909350395","0.010862452909350395"
"554","0.009856254793703556","0.009856254793703556","0.009856254793703556","0.010286501608788967","0.010286501608788967","0.010286501608788967"
"559","0.011202288791537285","0.011202288791537285","0.011202288791537285","0.011217135936021805","0.011217135936021805","0.011217135936021805"
"564","0.010610328987240791","0.010610328987240791","0.010610328987240791","0.008950763382017612","0.008950763382017612","0.008950763382017612"
"569","0.006508719641715288","0.006508719641715288","0.006508719641715288","0.012754908762872219","0.012754908762872219","0.012754908762872219"
"574","0.008927774615585804","0.008927774615585804","0.008927774615585804","0.00809206161648035","0.00809206161648035","0.00809206161648035"
"579","0.00805937871336937","0.00805937871336937","0.00805937871336937","0.008365990594029427","0.008365990594029427","0.008365990594029427"
"584","0.0069670057855546474","0.0069670057855546474","0.0069670057855546474","0.008947069756686687","0.008947069756686687","0.008947069756686687"
"589","0.010161314159631729","0.010161314159631729","0.010161314159631729","0.008231021463871002","0.008231021463871002","0.008231021463871002"
"594","0.011036738753318787","0.011036738753318787","0.011036738753318787","0.010008028708398342","0.010008028708398342","0.010008028708398342"
"599","0.008915253914892673","0.008915253914892673","0.008915253914892673","0.012225357815623283","0.012225357815623283","0.012225357815623283"
"604","0.008107400499284267","0.008107400499284267","0.008107400499284267","0.010632649064064026","0.010632649064064026","0.010632649064064026"
"609","0.011136725544929504","0.011136725544929504","0.011136725544929504","0.009351253509521484","0.009351253509521484","0.009351253509521484"
"614","0.008194479160010815","0.008194479160010815","0.008194479160010815","0.008312702178955078","0.008312702178955078","0.008312702178955078"
"619","0.011903963051736355","0.011903963051736355","0.011903963051736355","0.0072627137415111065","0.0072627137415111065","0.0072627137415111065"
"624","0.008529607206583023","0.008529607206583023","0.008529607206583023","0.008883981965482235","0.008883981965482235","0.008883981965482235"
"629","0.010217810980975628","0.010217810980975628","0.010217810980975628","0.008191647008061409","0.008191647008061409","0.008191647008061409"
"634","0.008213717490434647","0.008213717490434647","0.008213717490434647","0.011556492187082767","0.011556492187082767","0.011556492187082767"
"639","0.011681639589369297","0.011681639589369297","0.011681639589369297","0.010484671220183372","0.010484671220183372","0.010484671220183372"
"644","0.007836847566068172","0.007836847566068172","0.007836847566068172","0.007720612455159426","0.007720612455159426","0.007720612455159426"
"649","0.010692328214645386","0.010692328214645386","0.010692328214645386","0.008660880848765373","0.008660880848765373","0.008660880848765373"
"654","0.006002804730087519","0.006002804730087519","0.006002804730087519","0.0100981080904603","0.0100981080904603","0.0100981080904603"
"659","0.007099092938005924","0.007099092938005924","0.007099092938005924","0.006996359210461378","0.006996359210461378","0.006996359210461378"
"664","0.010388150811195374","0.010388150811195374","0.010388150811195374","0.009238732978701591","0.009238732978701591","0.009238732978701591"
"669","0.007928273640573025","0.007928273640573025","0.007928273640573025","0.00989028811454773","0.00989028811454773","0.00989028811454773"
"674","0.007400550879538059","0.007400550879538059","0.007400550879538059","0.006965968757867813","0.006965968757867813","0.006965968757867813"
"679","0.008951270021498203","0.008951270021498203","0.008951270021498203","0.006620251573622227","0.006620251573622227","0.006620251573622227"
"684","0.010750381276011467","0.010750381276011467","0.010750381276011467","0.006977791432291269","0.006977791432291269","0.006977791432291269"
"689","0.01136316079646349","0.01136316079646349","0.01136316079646349","0.009047468192875385","0.009047468192875385","0.009047468192875385"
"694","0.005233654286712408","0.005233654286712408","0.005233654286712408","0.01321689784526825","0.01321689784526825","0.01321689784526825"
"699","0.007404753938317299","0.007404753938317299","0.007404753938317299","0.00891902856528759","0.00891902856528759","0.00891902856528759"
"704","0.010585064068436623","0.010585064068436623","0.010585064068436623","0.007310873828828335","0.007310873828828335","0.007310873828828335"
"709","0.008139981888234615","0.008139981888234615","0.008139981888234615","0.007307935040444136","0.007307935040444136","0.007307935040444136"
"714","0.007873021997511387","0.007873021997511387","0.007873021997511387","0.010966424830257893","0.010966424830257893","0.010966424830257893"
"719","0.012947638519108295","0.012947638519108295","0.012947638519108295","0.010870459489524364","0.010870459489524364","0.010870459489524364"
"724","0.007828033529222012","0.007828033529222012","0.007828033529222012","0.010180732235312462","0.010180732235312462","0.010180732235312462"
"729","0.008234512992203236","0.008234512992203236","0.008234512992203236","0.009421197697520256","0.009421197697520256","0.009421197697520256"
"734","0.01075922790914774","0.01075922790914774","0.01075922790914774","0.009347645565867424","0.009347645565867424","0.009347645565867424"
"739","0.008143557235598564","0.008143557235598564","0.008143557235598564","0.004618440289050341","0.004618440289050341","0.004618440289050341"
"744","0.009562953375279903","0.009562953375279903","0.009562953375279903","0.008704600855708122","0.008704600855708122","0.008704600855708122"
"749","0.008600227534770966","0.008600227534770966","0.008600227534770966","0.01113884523510933","0.01113884523510933","0.01113884523510933"
"754","0.00859453622251749","0.00859453622251749","0.00859453622251749","0.010388877242803574","0.010388877242803574","0.010388877242803574"
"759","0.007227904628962278","0.007227904628962278","0.007227904628962278","0.009969502687454224","0.009969502687454224","0.009969502687454224"
"764","0.00824087206274271","0.00824087206274271","0.00824087206274271","0.012082668952643871","0.012082668952643871","0.012082668952643871"
"769","0.007931028492748737","0.007931028492748737","0.007931028492748737","0.013453803025186062","0.013453803025186062","0.013453803025186062"
"774","0.010434862226247787","0.010434862226247787","0.010434862226247787","0.007005126681178808","0.007005126681178808","0.007005126681178808"
"779","0.014284562319517136","0.014284562319517136","0.014284562319517136","0.009696252644062042","0.009696252644062042","0.009696252644062042"
"784","0.010066712275147438","0.010066712275147438","0.010066712275147438","0.008998340927064419","0.008998340927064419","0.008998340927064419"
"789","0.010249062441289425","0.010249062441289425","0.010249062441289425","0.012381859123706818","0.012381859123706818","0.012381859123706818"
"794","0.009787503629922867","0.009787503629922867","0.009787503629922867","0.007540952414274216","0.007540952414274216","0.007540952414274216"
"799","0.010810153558850288","0.010810153558850288","0.010810153558850288","0.008700355887413025","0.008700355887413025","0.008700355887413025"
"804","0.008880377747118473","0.008880377747118473","0.008880377747118473","0.004983581602573395","0.004983581602573395","0.004983581602573395"
"809","0.01226094551384449","0.01226094551384449","0.01226094551384449","0.011773954145610332","0.011773954145610332","0.011773954145610332"
"814","0.014073511585593224","0.014073511585593224","0.014073511585593224","0.008249511942267418","0.008249511942267418","0.008249511942267418"
"819","0.009750626049935818","0.009750626049935818","0.009750626049935818","0.01135180238634348","0.01135180238634348","0.01135180238634348"
"824","0.007708135526627302","0.007708135526627302","0.007708135526627302","0.009552882052958012","0.009552882052958012","0.009552882052958012"
"829","0.00994876492768526","0.00994876492768526","0.00994876492768526","0.01115947961807251","0.01115947961807251","0.01115947961807251"
"834","0.006885015871375799","0.006885015871375799","0.006885015871375799","0.005847292020916939","0.005847292020916939","0.005847292020916939"
"839","0.008333852514624596","0.008333852514624596","0.008333852514624596","0.008523787371814251","0.008523787371814251","0.008523787371814251"
"844","0.008561292663216591","0.008561292663216591","0.008561292663216591","0.010759204626083374","0.010759204626083374","0.010759204626083374"
"849","0.010688526555895805","0.010688526555895805","0.010688526555895805","0.009366882964968681","0.009366882964968681","0.009366882964968681"
"854","0.01063619926571846","0.01063619926571846","0.01063619926571846","0.007437559310346842","0.007437559310346842","0.007437559310346842"
"859","0.009051808156073093","0.009051808156073093","0.009051808156073093","0.009706374257802963","0.009706374257802963","0.009706374257802963"
"864","0.011010843329131603","0.011010843329131603","0.011010843329131603","0.007042466662824154","0.007042466662824154","0.007042466662824154"
"869","0.01058293879032135","0.01058293879032135","0.01058293879032135","0.006561653688549995","0.006561653688549995","0.006561653688549995"
"874","0.009588564746081829","0.009588564746081829","0.009588564746081829","0.006758806761354208","0.006758806761354208","0.006758806761354208"
"879","0.007329917047172785","0.007329917047172785","0.007329917047172785","0.0067116389982402325","0.0067116389982402325","0.0067116389982402325"
"884","0.009691196493804455","0.009691196493804455","0.009691196493804455","0.009416576474905014","0.009416576474905014","0.009416576474905014"
"889","0.008324050344526768","0.008324050344526768","0.008324050344526768","0.007037068717181683","0.007037068717181683","0.007037068717181683"
"894","0.010957369580864906","0.010957369580864906","0.010957369580864906","0.01017522532492876","0.01017522532492876","0.01017522532492876"
"899","0.011238470673561096","0.011238470673561096","0.011238470673561096","0.008905917406082153","0.008905917406082153","0.008905917406082153"
"904","0.007786433678120375","0.007786433678120375","0.007786433678120375","0.010712113231420517","0.010712113231420517","0.010712113231420517"
"909","0.009365498088300228","0.009365498088300228","0.009365498088300228","0.010274090804159641","0.010274090804159641","0.010274090804159641"
"914","0.009832250885665417","0.009832250885665417","0.009832250885665417","0.008867963217198849","0.008867963217198849","0.008867963217198849"
"919","0.00614815391600132","0.00614815391600132","0.00614815391600132","0.00812798272818327","0.00812798272818327","0.00812798272818327"
"924","0.006683315150439739","0.006683315150439739","0.006683315150439739","0.009537044912576675","0.009537044912576675","0.009537044912576675"
"929","0.006465156562626362","0.006465156562626362","0.006465156562626362","0.007859040051698685","0.007859040051698685","0.007859040051698685"
"934","0.009921054355800152","0.009921054355800152","0.009921054355800152","0.006611556746065617","0.006611556746065617","0.006611556746065617"
"939","0.005891996901482344","0.005891996901482344","0.005891996901482344","0.011219688691198826","0.011219688691198826","0.011219688691198826"
"944","0.00600408436730504","0.00600408436730504","0.00600408436730504","0.00702680554240942","0.00702680554240942","0.00702680554240942"
"949","0.007368678227066994","0.007368678227066994","0.007368678227066994","0.007107448764145374","0.007107448764145374","0.007107448764145374"
"954","0.010619706474244595","0.010619706474244595","0.010619706474244595","0.010872595943510532","0.010872595943510532","0.010872595943510532"
"959","0.008176327683031559","0.008176327683031559","0.008176327683031559","0.010691327042877674","0.010691327042877674","0.010691327042877674"
"964","0.011226469650864601","0.011226469650864601","0.011226469650864601","0.008019552566111088","0.008019552566111088","0.008019552566111088"
"969","0.007325201760977507","0.007325201760977507","0.007325201760977507","0.008017677813768387","0.008017677813768387","0.008017677813768387"
"974","0.006960239727050066","0.006960239727050066","0.006960239727050066","0.004861685447394848","0.004861685447394848","0.004861685447394848"
"979","0.005620401818305254","0.005620401818305254","0.005620401818305254","0.004061534535139799","0.004061534535139799","0.004061534535139799"
"984","0.01356202457100153","0.01356202457100153","0.01356202457100153","0.006893208250403404","0.006893208250403404","0.006893208250403404"
"989","0.008252166211605072","0.008252166211605072","0.008252166211605072","0.003945320378988981","0.003945320378988981","0.003945320378988981"
"994","0.006541261449456215","0.006541261449456215","0.006541261449456215","0.007679135538637638","0.007679135538637638","0.007679135538637638"
"999","0.009316596202552319","0.009316596202552319","0.009316596202552319","0.008660499937832355","0.008660499937832355","0.008660499937832355"
"1004","0.007004639133810997","0.007004639133810997","0.007004639133810997","0.010408096015453339","0.010408096015453339","0.010408096015453339"
"1009","0.005868234671652317","0.005868234671652317","0.005868234671652317","0.006381199229508638","0.006381199229508638","0.006381199229508638"
"1014","0.00970446690917015","0.00970446690917015","0.00970446690917015","0.013117373920977116","0.013117373920977116","0.013117373920977116"
"1019","0.006281559355556965","0.006281559355556965","0.006281559355556965","0.00538891414180398","0.00538891414180398","0.00538891414180398"
"1024","0.008701066486537457","0.008701066486537457","0.008701066486537457","0.008185767568647861","0.008185767568647861","0.008185767568647861"
"1029","0.009156537242233753","0.009156537242233753","0.009156537242233753","0.009007846936583519","0.009007846936583519","0.009007846936583519"
"1034","0.009960380382835865","0.009960380382835865","0.009960380382835865","0.010737244039773941","0.010737244039773941","0.010737244039773941"
"1039","0.006853258237242699","0.006853258237242699","0.006853258237242699","0.00882060918956995","0.00882060918956995","0.00882060918956995"
"1044","0.008413431234657764","0.008413431234657764","0.008413431234657764","0.008803198114037514","0.008803198114037514","0.008803198114037514"
"1049","0.00927066896110773","0.00927066896110773","0.00927066896110773","0.007160181645303965","0.007160181645303965","0.007160181645303965"
"1054","0.008331453427672386","0.008331453427672386","0.008331453427672386","0.01068469975143671","0.01068469975143671","0.01068469975143671"
"1059","0.009406120516359806","0.009406120516359806","0.009406120516359806","0.009648222476243973","0.009648222476243973","0.009648222476243973"
"1064","0.006677864585071802","0.006677864585071802","0.006677864585071802","0.010538576170802116","0.010538576170802116","0.010538576170802116"
"1069","0.008462891913950443","0.008462891913950443","0.008462891913950443","0.009522867389023304","0.009522867389023304","0.009522867389023304"
"1074","0.010104105807840824","0.010104105807840824","0.010104105807840824","0.009892170317471027","0.009892170317471027","0.009892170317471027"
"1079","0.007826062850654125","0.007826062850654125","0.007826062850654125","0.007987177930772305","0.007987177930772305","0.007987177930772305"
"1084","0.008843191899359226","0.008843191899359226","0.008843191899359226","0.0058595119044184685","0.0058595119044184685","0.0058595119044184685"
"1089","0.007246413268148899","0.007246413268148899","0.007246413268148899","0.00829397514462471","0.00829397514462471","0.00829397514462471"
"1094","0.006295182276517153","0.006295182276517153","0.006295182276517153","0.008122039027512074","0.008122039027512074","0.008122039027512074"
"1099","0.012404697947204113","0.012404697947204113","0.012404697947204113","0.008857599459588528","0.008857599459588528","0.008857599459588528"
"1104","0.009935019537806511","0.009935019537806511","0.009935019537806511","0.00858980044722557","0.00858980044722557","0.00858980044722557"
"1109","0.012087543494999409","0.012087543494999409","0.012087543494999409","0.007622853387147188","0.007622853387147188","0.007622853387147188"
"1114","0.010082163847982883","0.010082163847982883","0.010082163847982883","0.007914039306342602","0.007914039306342602","0.007914039306342602"
"1119","0.010730178095400333","0.010730178095400333","0.010730178095400333","0.006515149492770433","0.006515149492770433","0.006515149492770433"
"1124","0.009703382849693298","0.009703382849693298","0.009703382849693298","0.009698012843728065","0.009698012843728065","0.009698012843728065"
"1129","0.008253974840044975","0.008253974840044975","0.008253974840044975","0.0075076306238770485","0.0075076306238770485","0.0075076306238770485"
"1134","0.010965246707201004","0.010965246707201004","0.010965246707201004","0.009976314380764961","0.009976314380764961","0.009976314380764961"
"1139","0.01165392529219389","0.01165392529219389","0.01165392529219389","0.006108460947871208","0.006108460947871208","0.006108460947871208"
"1144","0.011605740524828434","0.011605740524828434","0.011605740524828434","0.007023101672530174","0.007023101672530174","0.007023101672530174"
"1149","0.009440857917070389","0.009440857917070389","0.009440857917070389","0.0057409051805734634","0.0057409051805734634","0.0057409051805734634"
"1154","0.010389851406216621","0.010389851406216621","0.010389851406216621","0.007527051959186792","0.007527051959186792","0.007527051959186792"
"1159","0.007649010047316551","0.007649010047316551","0.007649010047316551","0.013264433480799198","0.013264433480799198","0.013264433480799198"
"1164","0.009085998870432377","0.009085998870432377","0.009085998870432377","0.003839797107502818","0.003839797107502818","0.003839797107502818"
"1169","0.008611713536083698","0.008611713536083698","0.008611713536083698","0.007525651250034571","0.007525651250034571","0.007525651250034571"
"1174","0.010252546519041061","0.010252546519041061","0.010252546519041061","0.01219821348786354","0.01219821348786354","0.01219821348786354"
"1179","0.00779164070263505","0.00779164070263505","0.00779164070263505","0.010055243968963623","0.010055243968963623","0.010055243968963623"
